quote_id,lead_id,dealer_id,carrier,monthly_premium,quoted_at
475,936,6,Carrier A,130.5,2025-06-07 08:05:00
476,938,9,In-House Agency,135.89,2025-09-03 19:00:00
477,941,57,Carrier B,201.53,2025-09-26 10:23:00
478,942,22,Carrier A,95.48,2025-12-16 18:36:00
479,943,40,Carrier A,170.19,2025-09-07 19:11:00
480,945,27,Carrier B,173.37,2025-03-07 10:34:00
481,947,1,In-House Agency,166.21,2025-07-06 08:10:00
482,950,54,Carrier A,259.99,2025-07-23 11:03:00
483,951,22,Carrier B,148.27,2025-08-08 10:46:00
484,953,13,Carrier A,308.4,2025-09-01 17:40:00
485,954,15,In-House Agency,137.92,2025-03-03 08:24:00
486,955,20,Carrier A,160.42,2025-11-26 12:23:00
487,956,58,Carrier B,155.23,2025-01-27 17:06:00
488,957,17,Carrier A,166.21,2025-09-13 19:51:00
489,961,49,Carrier B,286.69,2025-04-19 16:22:00
490,962,29,Carrier A,130.89,2025-11-23 12:44:00
491,965,25,Carrier A,222.3,2025-10-19 08:56:00
492,967,19,In-House Agency,126.85,2025-05-18 12:59:00
493,968,8,In-House Agency,151.77,2025-01-06 10:26:00
494,971,50,In-House Agency,224.93,2025-10-31 11:52:00
495,972,21,Carrier B,174.26,2025-05-23 15:05:00
496,974,2,Carrier A,186.67,2025-06-09 15:58:00
497,975,26,Carrier A,118.66,2025-02-24 08:48:00
498,978,55,Carrier B,128.22,2025-02-15 08:34:00
499,979,41,Carrier B,125.49,2025-10-10 11:01:00
500,980,19,Carrier A,116.87,2025-04-26 12:22:00
501,981,60,In-House Agency,186.43,2025-02-14 18:43:00
502,982,59,Carrier A,262.22,2025-09-13 10:20:00
503,983,37,Carrier B,163.65,2025-08-10 14:30:00
504,984,27,In-House Agency,209.76,2025-11-08 16:34:00
505,988,24,Carrier A,255.6,2025-03-14 09:44:00
506,989,25,Carrier A,197.52,2025-01-18 17:55:00
507,990,16,Carrier A,255.84,2025-02-14 19:19:00
508,991,47,In-House Agency,101.91,2025-06-22 10:32:00
509,995,5,Carrier B,234.03,2025-08-28 11:17:00
510,996,55,Carrier A,257.65,2025-06-25 12:12:00
511,999,49,In-House Agency,240.06,2025-05-26 13:26:00
512,1001,31,Carrier A,299.86,2025-11-02 11:56:00
513,1006,36,Carrier B,218.95,2025-02-14 13:05:00
514,1007,49,Carrier B,182.94,2025-08-17 17:58:00
515,1010,4,Carrier A,217.58,2025-05-09 09:14:00
516,1011,30,Carrier B,260.17,2025-11-25 11:25:00
517,1013,10,Carrier B,305.39,2025-11-26 11:03:00
518,1014,41,Carrier B,282.33,2025-04-06 16:13:00
519,1015,17,Carrier B,297.52,2025-04-06 15:30:00
520,1017,36,In-House Agency,254.71,2025-11-07 19:46:00
521,1018,56,Carrier B,297.81,2025-06-12 10:40:00
522,1019,38,In-House Agency,176.17,2025-02-20 13:13:00
523,1021,33,Carrier B,207.48,2025-03-09 13:07:00
524,1022,30,In-House Agency,243.04,2025-08-10 14:40:00
525,1023,54,In-House Agency,116.44,2025-02-27 15:32:00
526,1024,3,Carrier A,137.05,2025-12-11 15:07:00
527,1025,51,Carrier B,161.09,2025-07-27 14:43:00
528,1026,10,Carrier B,146.99,2025-07-15 14:12:00
529,1027,26,In-House Agency,129.07,2025-01-29 11:06:00
530,1028,9,Carrier A,298.97,2025-09-20 11:05:00
531,1029,38,In-House Agency,123.07,2025-03-25 15:40:00
532,1030,23,In-House Agency,262.71,2025-04-07 14:49:00
533,1031,10,Carrier A,118.02,2025-11-22 12:16:00
534,1032,6,Carrier B,110.82,2025-02-09 18:04:00
535,1035,1,In-House Agency,205.03,2025-03-23 10:13:00
536,1039,17,Carrier B,130.62,2025-04-03 11:46:00
537,1040,57,Carrier B,137.94,2025-08-20 13:23:00
538,1042,19,Carrier B,187.32,2025-11-07 10:22:00
539,1043,50,In-House Agency,265.98,2025-06-13 11:35:00
540,1045,27,Carrier B,105.06,2025-12-19 12:26:00
541,1047,37,Carrier A,167.54,2025-01-07 08:04:00
542,1048,54,Carrier B,226.65,2025-08-03 14:19:00
543,1049,30,Carrier A,272.47,2025-09-11 10:06:00
544,1053,51,Carrier A,256.9,2025-07-16 14:40:00
545,1055,21,In-House Agency,234.13,2025-09-06 11:44:00
546,1056,43,In-House Agency,205.49,2025-04-25 13:48:00
547,1057,46,Carrier B,304.64,2025-08-23 17:32:00
548,1058,28,In-House Agency,118.69,2025-03-26 08:57:00
549,1059,18,Carrier A,171.2,2025-01-19 11:09:00
550,1060,18,Carrier A,181.58,2025-07-11 17:17:00
551,1062,15,Carrier B,143.69,2025-02-28 17:44:00
552,1063,26,Carrier B,231.93,2025-07-22 19:38:00
553,1064,59,Carrier A,135.28,2025-11-15 15:09:00
554,1065,43,Carrier A,222.71,2025-09-05 15:37:00
555,1066,53,Carrier A,116.5,2025-01-10 19:21:00
556,1067,48,Carrier B,247.68,2025-07-01 16:49:00
557,1069,10,In-House Agency,244.6,2025-08-03 14:23:00
558,1070,7,Carrier B,285.92,2025-05-26 14:37:00
559,1074,43,Carrier B,272.48,2025-03-26 09:03:00
560,1075,1,In-House Agency,238.05,2025-08-11 16:09:00
561,1078,25,Carrier A,216.24,2025-08-07 18:56:00
562,1079,13,In-House Agency,194.15,2025-05-13 10:24:00
563,1080,54,In-House Agency,171.88,2025-08-17 13:27:00
564,1082,40,Carrier B,106.51,2025-06-08 14:08:00
565,1083,1,Carrier A,166.7,2025-08-30 09:52:00
566,1084,48,In-House Agency,254.19,2025-10-28 15:08:00
567,1085,20,Carrier A,206.76,2025-01-08 11:13:00
568,1087,17,Carrier A,134.73,2025-11-15 19:42:00
569,1089,26,Carrier B,193.27,2025-07-17 17:24:00
570,1094,18,In-House Agency,236.68,2025-12-07 17:45:00
571,1097,11,In-House Agency,266.06,2025-04-30 09:57:00
572,1098,47,Carrier A,189.93,2025-07-21 13:38:00
573,1100,37,In-House Agency,129.85,2025-10-13 16:51:00
574,1101,6,Carrier A,172.31,2025-10-27 14:36:00
575,1102,5,In-House Agency,272.93,2025-06-25 16:22:00
576,1104,20,Carrier B,293.29,2025-02-22 12:24:00
577,1105,5,In-House Agency,162.13,2025-03-26 17:03:00
578,1106,58,Carrier B,138.11,2025-03-01 08:08:00
579,1109,7,Carrier A,295.22,2025-01-20 08:49:00
580,1110,13,Carrier A,178.23,2025-10-04 14:44:00
581,1111,8,Carrier A,221.55,2025-11-13 11:26:00
582,1113,5,Carrier A,309.59,2025-02-04 10:38:00
583,1114,5,Carrier B,248.32,2025-05-10 13:49:00
584,1115,56,Carrier A,169.53,2025-12-01 14:45:00
585,1116,32,Carrier A,121.39,2025-05-28 19:52:00
586,1117,3,Carrier B,154.76,2025-05-01 14:19:00
587,1119,25,In-House Agency,160.61,2025-08-16 16:48:00
588,1121,56,In-House Agency,156.79,2025-08-12 16:29:00
589,1124,50,In-House Agency,148.86,2025-10-07 18:51:00
590,1125,1,Carrier A,189.58,2025-03-08 15:02:00
591,1126,31,In-House Agency,162.52,2025-11-27 09:28:00
592,1127,15,Carrier A,134.61,2025-11-24 16:55:00
593,1129,2,In-House Agency,190.42,2025-12-14 16:04:00
594,1132,11,Carrier B,204.82,2025-07-09 19:32:00
595,1136,52,In-House Agency,158.01,2025-01-28 11:21:00
596,1137,48,In-House Agency,111.44,2025-03-05 13:41:00
597,1139,27,Carrier A,112.52,2025-12-14 14:32:00
598,1140,37,Carrier A,185.0,2025-09-12 16:45:00
599,1141,48,Carrier A,205.7,2025-02-21 16:58:00
600,1145,45,In-House Agency,222.51,2025-03-10 18:41:00
601,1146,21,Carrier B,168.34,2025-08-15 17:33:00
602,1147,38,Carrier A,270.01,2025-09-19 19:56:00
603,1148,14,Carrier A,156.89,2025-08-10 15:28:00
604,1154,8,Carrier B,154.36,2025-07-05 18:47:00
605,1158,15,Carrier B,123.34,2025-12-14 18:56:00
606,1159,5,In-House Agency,176.76,2025-09-11 17:15:00
607,1160,31,Carrier B,266.3,2025-10-02 14:38:00
608,1161,8,Carrier B,300.61,2025-05-29 18:07:00
609,1162,52,Carrier B,108.07,2025-09-09 13:16:00
610,1163,27,Carrier B,231.8,2025-07-21 08:19:00
611,1165,9,Carrier B,291.13,2025-11-11 16:04:00
612,1168,16,Carrier A,128.74,2025-01-10 12:01:00
613,1169,8,In-House Agency,250.25,2025-07-13 19:26:00
614,1170,38,Carrier B,153.92,2025-07-20 11:06:00
615,1171,28,In-House Agency,203.92,2025-02-22 14:01:00
616,1172,47,Carrier B,260.81,2025-07-21 15:23:00
617,1175,34,Carrier A,102.85,2025-10-20 19:36:00
618,1176,56,Carrier A,164.2,2025-01-08 19:30:00
619,1182,10,Carrier B,194.52,2025-05-31 13:59:00
620,1183,55,Carrier B,109.42,2025-03-12 08:19:00
621,1184,13,Carrier A,170.35,2025-02-19 16:56:00
622,1185,19,In-House Agency,211.32,2025-08-09 18:12:00
623,1189,14,Carrier A,124.45,2025-02-16 15:27:00
624,1190,21,In-House Agency,197.01,2025-06-07 12:53:00
625,1191,34,Carrier B,215.5,2025-02-11 15:44:00
626,1192,44,Carrier B,260.71,2025-03-05 13:46:00
627,1193,40,In-House Agency,136.9,2025-10-16 17:19:00
628,1194,1,In-House Agency,149.4,2025-11-12 18:03:00
629,1195,53,In-House Agency,283.11,2025-01-19 16:51:00
630,1199,58,Carrier B,184.52,2025-06-17 18:42:00
631,1200,6,In-House Agency,255.57,2025-03-31 08:19:00
632,1201,37,Carrier A,134.92,2025-02-19 17:40:00
633,1205,27,Carrier B,114.87,2025-04-29 13:37:00
634,1206,54,In-House Agency,188.28,2025-03-30 18:51:00
635,1208,18,In-House Agency,236.54,2025-02-16 10:30:00
636,1211,12,Carrier B,222.62,2025-07-07 19:27:00
637,1213,20,In-House Agency,181.16,2025-01-23 08:10:00
638,1216,10,Carrier B,161.12,2025-06-28 10:15:00
639,1218,1,Carrier B,238.71,2025-09-03 15:45:00
640,1221,2,In-House Agency,223.82,2025-04-24 14:58:00
641,1222,3,Carrier B,161.88,2025-04-20 18:52:00
642,1223,17,Carrier B,242.5,2025-08-04 09:41:00
643,1225,1,Carrier B,254.54,2025-09-09 09:38:00
644,1228,10,In-House Agency,282.52,2025-01-08 14:03:00
645,1229,3,Carrier B,240.12,2025-03-07 08:34:00
646,1233,59,In-House Agency,232.13,2025-09-30 09:24:00
647,1234,47,In-House Agency,150.22,2025-02-11 18:47:00
648,1236,35,Carrier B,255.58,2025-05-08 10:17:00
649,1237,3,Carrier A,263.14,2025-11-07 18:08:00
650,1239,39,Carrier A,168.73,2025-08-28 13:22:00
651,1241,17,Carrier A,139.62,2025-07-28 16:23:00
652,1242,2,Carrier B,214.63,2025-03-21 15:15:00
653,1243,55,In-House Agency,305.46,2025-03-06 16:26:00
654,1245,33,Carrier A,293.64,2025-10-05 10:25:00
655,1246,12,Carrier A,228.06,2025-12-21 10:39:00
656,1247,6,In-House Agency,196.46,2025-11-07 09:23:00
657,1248,56,Carrier A,164.39,2025-04-14 12:04:00
658,1250,51,Carrier A,194.38,2025-04-02 09:00:00
659,1253,29,In-House Agency,294.39,2025-09-07 18:41:00
660,1255,47,Carrier A,151.87,2025-03-31 13:41:00
661,1256,30,In-House Agency,150.45,2025-09-12 12:38:00
662,1258,11,In-House Agency,122.64,2025-10-23 17:18:00
663,1259,17,Carrier B,173.29,2025-11-23 16:47:00
664,1260,34,Carrier B,207.52,2025-07-31 14:55:00
665,1264,59,Carrier A,180.68,2025-01-12 09:21:00
666,1265,18,In-House Agency,148.31,2025-10-15 12:51:00
667,1266,45,Carrier B,213.67,2025-12-04 09:47:00
668,1267,4,Carrier B,264.85,2025-04-17 09:12:00
669,1269,20,Carrier A,221.62,2025-10-24 18:39:00
670,1270,1,In-House Agency,156.01,2025-05-12 18:19:00
671,1272,32,Carrier B,239.69,2025-01-04 09:59:00
672,1273,22,Carrier A,161.05,2025-11-24 12:20:00
673,1276,21,Carrier B,295.88,2025-09-24 12:23:00
674,1278,4,Carrier A,139.85,2025-08-03 19:16:00
675,1279,51,Carrier B,279.13,2025-07-19 09:04:00
676,1280,31,In-House Agency,175.63,2025-01-28 09:03:00
677,1281,18,Carrier A,164.78,2025-10-08 19:26:00
678,1282,56,In-House Agency,212.52,2025-03-21 18:16:00
679,1284,55,Carrier B,166.6,2025-07-07 18:45:00
680,1285,42,Carrier B,98.48,2025-08-03 14:02:00
681,1286,56,In-House Agency,114.81,2025-06-17 16:49:00
682,1289,22,Carrier B,96.37,2025-08-25 14:01:00
683,1291,13,Carrier A,161.32,2025-10-23 09:01:00
684,1292,55,In-House Agency,139.89,2025-01-22 12:10:00
685,1294,29,Carrier B,180.82,2025-03-08 11:49:00
686,1296,48,In-House Agency,172.37,2025-11-06 12:32:00
687,1300,58,Carrier A,125.15,2025-06-19 15:48:00
688,1301,19,Carrier A,254.52,2025-07-14 18:11:00
689,1302,14,Carrier B,101.13,2025-06-06 15:02:00
690,1303,10,Carrier A,169.96,2025-07-28 11:05:00
691,1304,5,In-House Agency,95.16,2025-03-03 15:30:00
692,1306,31,Carrier A,143.49,2025-09-11 09:47:00
693,1310,48,Carrier A,129.81,2025-07-17 13:00:00
694,1314,32,Carrier B,186.7,2025-10-09 08:34:00
695,1318,37,Carrier A,175.51,2025-10-03 09:43:00
696,1319,35,Carrier B,287.16,2025-11-13 15:20:00
697,1322,42,Carrier A,286.92,2025-08-05 09:46:00
698,1323,44,Carrier A,206.93,2025-03-24 16:06:00
699,1325,30,Carrier B,275.17,2025-03-20 12:07:00
700,1326,28,Carrier A,114.04,2025-10-31 19:38:00
701,1328,28,In-House Agency,204.18,2025-08-06 14:42:00
702,1329,23,Carrier B,238.11,2025-02-16 09:49:00
703,1334,3,Carrier A,100.19,2025-07-28 13:06:00
704,1335,55,Carrier B,193.51,2025-05-10 18:16:00
705,1340,32,Carrier A,220.1,2025-06-29 16:44:00
706,1341,19,In-House Agency,223.56,2025-10-14 18:25:00
707,1343,48,Carrier A,212.82,2025-05-31 18:17:00
708,1344,15,In-House Agency,198.9,2025-08-14 15:26:00
709,1346,57,Carrier B,211.18,2025-07-19 09:44:00
710,1348,15,Carrier B,228.04,2025-06-28 15:37:00
711,1349,11,Carrier A,108.71,2025-01-17 13:04:00
712,1354,38,Carrier A,305.65,2025-03-04 10:53:00
713,1355,22,Carrier B,244.73,2025-02-18 10:54:00
714,1356,46,In-House Agency,231.1,2025-08-11 13:28:00
715,1358,7,Carrier A,267.01,2025-03-30 17:36:00
716,1361,12,Carrier A,268.55,2025-09-21 12:59:00
717,1362,11,In-House Agency,212.82,2025-02-24 14:50:00
718,1363,8,Carrier A,265.72,2025-12-12 08:22:00
719,1364,43,In-House Agency,233.29,2025-12-05 12:20:00
720,1365,26,In-House Agency,178.59,2025-08-14 15:50:00
721,1366,50,In-House Agency,288.56,2025-12-21 16:11:00
722,1367,48,Carrier A,272.11,2025-01-29 18:55:00
723,1370,32,Carrier A,293.73,2025-04-21 08:57:00
724,1373,42,Carrier B,149.49,2025-05-21 08:40:00
725,1374,3,Carrier B,109.3,2025-08-19 16:20:00
726,1377,31,Carrier A,146.98,2025-09-08 17:23:00
727,1379,50,Carrier A,170.28,2025-04-20 11:57:00
728,1380,26,Carrier B,236.47,2025-07-15 15:01:00
729,1381,5,Carrier A,118.94,2025-05-08 09:26:00
730,1382,2,In-House Agency,145.24,2025-11-13 14:00:00
731,1384,5,In-House Agency,178.15,2025-01-16 19:15:00
732,1387,12,Carrier A,104.15,2025-07-20 14:45:00
733,1389,27,In-House Agency,180.76,2025-08-04 19:33:00
734,1391,27,Carrier B,159.57,2025-07-16 17:26:00
735,1392,11,Carrier B,216.99,2025-12-05 10:17:00
736,1393,44,Carrier A,281.63,2025-10-19 10:48:00
737,1394,21,Carrier A,99.62,2025-11-09 08:21:00
738,1395,21,Carrier B,220.44,2025-07-06 15:30:00
739,1396,52,Carrier B,129.03,2025-10-19 16:40:00
740,1397,18,Carrier A,284.25,2025-12-20 15:24:00
741,1399,29,Carrier B,109.81,2025-01-11 10:39:00
742,1403,58,Carrier B,191.52,2025-01-15 14:21:00
743,1407,9,In-House Agency,113.23,2025-06-30 18:58:00
744,1409,16,Carrier A,128.59,2025-02-18 18:55:00
745,1410,41,Carrier A,134.9,2025-06-24 19:05:00
746,1416,38,In-House Agency,146.77,2025-06-03 08:41:00
747,1417,44,Carrier A,228.27,2025-05-14 14:05:00
748,1419,59,Carrier B,171.99,2025-07-07 15:23:00
749,1422,26,Carrier A,264.48,2025-08-26 14:55:00
750,1424,12,Carrier B,179.33,2025-04-22 12:53:00
751,1425,36,Carrier B,303.36,2025-05-24 08:22:00
752,1426,5,Carrier A,184.51,2025-06-18 08:19:00
753,1430,45,In-House Agency,136.79,2025-05-02 10:20:00
754,1432,57,Carrier A,208.79,2025-01-12 15:38:00
755,1433,47,Carrier B,148.02,2025-05-17 18:00:00
756,1434,51,Carrier A,300.91,2025-05-25 17:38:00
757,1437,27,In-House Agency,190.49,2025-02-11 13:06:00
758,1439,21,In-House Agency,175.63,2025-01-11 08:40:00
759,1440,21,Carrier A,284.9,2025-07-26 08:46:00
760,1441,9,Carrier A,114.75,2025-09-17 13:22:00
761,1442,26,Carrier A,191.43,2025-10-07 09:48:00
762,1443,17,Carrier A,197.92,2025-05-02 08:14:00
763,1444,10,Carrier B,200.83,2025-03-16 18:45:00
764,1447,26,Carrier B,204.84,2025-04-23 10:53:00
765,1448,21,In-House Agency,205.04,2025-05-19 14:13:00
766,1451,15,Carrier B,139.37,2025-10-19 19:24:00
767,1453,51,Carrier A,298.56,2025-12-08 08:19:00
768,1454,47,In-House Agency,283.44,2025-10-21 09:17:00
769,1455,2,Carrier A,292.67,2025-06-03 19:43:00
770,1456,57,In-House Agency,214.85,2025-09-05 12:01:00
771,1460,13,In-House Agency,104.49,2025-05-17 17:53:00
772,1461,36,Carrier B,193.1,2025-09-12 15:34:00
773,1464,44,Carrier B,293.81,2025-10-06 18:29:00
774,1467,37,In-House Agency,211.96,2025-03-13 16:06:00
775,1469,22,Carrier B,142.1,2025-09-13 13:47:00
776,1471,49,In-House Agency,299.27,2025-04-07 11:48:00
777,1472,53,Carrier A,134.93,2025-04-18 18:04:00
778,1473,43,Carrier B,228.14,2025-07-28 15:40:00
779,1474,3,Carrier B,280.15,2025-12-19 14:48:00
780,1476,25,Carrier A,250.72,2025-01-20 19:40:00
781,1477,30,In-House Agency,278.75,2025-07-18 11:39:00
782,1478,1,In-House Agency,133.97,2025-12-17 12:44:00
783,1481,28,Carrier B,261.78,2025-02-26 18:57:00
784,1482,15,Carrier A,116.83,2025-06-29 10:08:00
785,1483,39,In-House Agency,174.18,2025-10-20 16:06:00
786,1484,3,Carrier B,197.04,2025-05-28 16:58:00
787,1485,6,Carrier B,109.37,2025-10-22 18:11:00
788,1488,38,Carrier A,135.56,2025-10-02 15:30:00
789,1490,10,In-House Agency,130.42,2025-12-08 18:48:00
790,1491,41,Carrier B,100.95,2025-07-07 18:46:00
791,1492,26,In-House Agency,286.08,2025-08-23 18:55:00
792,1494,27,Carrier B,194.87,2025-02-06 13:19:00
793,1495,39,In-House Agency,244.48,2025-06-22 18:38:00
794,1498,56,Carrier B,304.05,2025-05-29 11:52:00
795,1500,19,In-House Agency,206.82,2025-04-11 09:46:00
796,1503,30,In-House Agency,306.53,2025-10-06 08:04:00
797,1504,36,In-House Agency,306.06,2025-10-29 17:06:00
798,1506,4,In-House Agency,242.65,2025-01-22 11:02:00
799,1507,37,Carrier A,142.39,2025-02-01 17:36:00
800,1510,11,Carrier A,147.04,2025-02-19 17:10:00
801,1511,59,Carrier B,190.93,2025-04-27 11:06:00
802,1512,27,Carrier B,139.1,2025-08-20 18:31:00
803,1513,57,In-House Agency,139.18,2025-09-29 10:45:00
804,1517,24,Carrier B,169.87,2025-07-18 12:23:00
805,1519,52,Carrier A,114.86,2025-04-16 19:35:00
806,1520,19,Carrier A,144.84,2025-03-18 09:39:00
807,1521,31,Carrier B,270.72,2025-08-05 10:34:00
808,1522,10,In-House Agency,269.86,2025-10-03 16:32:00
809,1524,54,In-House Agency,148.37,2025-07-08 18:38:00
810,1525,5,In-House Agency,211.42,2025-07-16 14:56:00
811,1527,49,Carrier A,110.78,2025-05-09 13:53:00
812,1528,20,Carrier A,191.74,2025-07-16 17:50:00
813,1529,9,Carrier B,199.66,2025-12-02 15:45:00
814,1531,60,Carrier B,111.8,2025-02-26 12:22:00
815,1532,36,In-House Agency,130.68,2025-09-04 09:09:00
816,1533,36,Carrier B,166.82,2025-05-22 17:29:00
817,1537,10,Carrier B,97.6,2025-03-14 10:12:00
818,1538,13,Carrier A,279.65,2025-08-02 12:46:00
819,1539,5,Carrier B,269.51,2025-04-28 13:39:00
820,1542,52,Carrier B,202.26,2025-11-05 19:25:00
821,1544,60,Carrier B,159.3,2025-02-24 11:10:00
822,1546,10,Carrier B,294.48,2025-08-04 14:37:00
823,1548,7,In-House Agency,234.31,2025-02-12 08:00:00
824,1550,45,Carrier A,309.21,2025-07-02 09:02:00
825,1552,40,Carrier A,233.34,2025-09-29 19:32:00
826,1553,3,Carrier B,158.14,2025-07-25 19:52:00
827,1554,52,Carrier A,112.08,2025-05-02 17:56:00
828,1555,47,Carrier B,183.12,2025-02-10 18:42:00
829,1556,36,Carrier B,136.17,2025-10-29 09:03:00
830,1557,32,In-House Agency,302.84,2025-08-28 14:42:00
831,1558,51,Carrier A,205.25,2025-03-27 15:17:00
832,1563,13,Carrier B,104.57,2025-08-15 13:01:00
833,1565,37,Carrier A,270.6,2025-05-04 18:57:00
834,1566,26,Carrier A,187.45,2025-05-19 09:51:00
835,1567,35,In-House Agency,106.01,2025-10-11 17:13:00
836,1568,36,In-House Agency,138.06,2025-06-01 18:27:00
837,1572,56,Carrier B,121.11,2025-03-07 16:29:00
838,1573,31,Carrier B,268.42,2025-12-10 16:16:00
839,1574,59,In-House Agency,136.75,2025-11-19 18:22:00
840,1577,25,Carrier B,98.68,2025-06-18 18:59:00
841,1580,8,Carrier B,103.37,2025-11-19 09:03:00
842,1581,43,Carrier A,304.65,2025-03-15 13:04:00
843,1583,56,Carrier B,163.44,2025-03-14 09:11:00
844,1584,38,In-House Agency,213.02,2025-02-10 17:55:00
845,1586,27,Carrier A,117.97,2025-02-21 15:02:00
846,1590,53,In-House Agency,265.85,2025-12-18 11:31:00
847,1591,4,Carrier A,181.97,2025-08-11 17:26:00
848,1592,19,Carrier B,95.31,2025-05-22 09:25:00
849,1593,48,Carrier A,123.48,2025-05-15 08:14:00
850,1594,48,In-House Agency,95.61,2025-01-24 11:45:00
851,1595,14,Carrier B,236.8,2025-08-20 18:17:00
852,1597,43,Carrier B,129.1,2025-05-08 08:47:00
853,1598,19,Carrier A,196.75,2025-04-18 16:04:00
854,1599,23,Carrier B,152.97,2025-06-08 15:14:00
855,1600,9,Carrier A,152.55,2025-01-10 13:33:00
856,1601,52,Carrier B,269.09,2025-06-10 18:59:00
857,1602,40,Carrier B,260.23,2025-10-22 16:26:00
858,1606,21,In-House Agency,98.53,2025-01-27 09:06:00
859,1607,9,Carrier A,117.06,2025-05-04 16:28:00
860,1609,27,In-House Agency,120.54,2025-03-04 12:50:00
861,1610,48,In-House Agency,96.37,2025-11-24 15:52:00
862,1613,2,Carrier A,253.56,2025-02-20 19:11:00
863,1614,30,Carrier A,173.83,2025-02-06 12:53:00
864,1615,10,Carrier A,209.6,2025-12-21 18:53:00
865,1616,7,Carrier A,152.22,2025-02-18 16:45:00
866,1617,44,In-House Agency,237.01,2025-10-03 11:28:00
867,1623,33,In-House Agency,115.11,2025-11-11 12:21:00
868,1625,45,In-House Agency,112.23,2025-11-27 13:29:00
869,1627,2,Carrier A,198.37,2025-02-17 09:28:00
870,1628,35,Carrier B,162.26,2025-11-29 18:07:00
871,1629,33,In-House Agency,238.65,2025-11-28 16:30:00
872,1630,53,Carrier B,195.47,2025-06-01 08:38:00
873,1631,23,Carrier B,216.05,2025-11-25 11:26:00
874,1633,36,In-House Agency,193.91,2025-01-25 13:50:00
875,1634,50,Carrier A,294.55,2025-11-18 14:16:00
876,1635,8,Carrier A,212.71,2025-10-17 15:31:00
877,1636,16,Carrier A,128.3,2025-09-24 09:09:00
878,1638,47,Carrier A,174.18,2025-06-12 19:54:00
879,1640,53,Carrier B,281.25,2025-07-21 08:11:00
880,1641,15,Carrier A,238.76,2025-12-17 15:24:00
881,1642,53,In-House Agency,244.94,2025-09-30 16:11:00
882,1646,17,Carrier A,114.36,2025-10-29 19:38:00
883,1647,30,Carrier A,200.9,2025-03-10 10:25:00
884,1649,40,Carrier B,262.47,2025-09-20 19:55:00
885,1650,1,Carrier A,213.19,2025-01-09 17:33:00
886,1651,16,In-House Agency,120.74,2025-12-21 19:58:00
887,1652,1,Carrier A,161.91,2025-11-14 09:51:00
888,1653,19,Carrier B,136.86,2025-04-27 19:10:00
889,1654,39,Carrier A,114.83,2025-11-08 08:44:00
890,1657,48,Carrier A,297.93,2025-01-24 08:33:00
891,1658,24,Carrier A,163.88,2025-07-22 19:13:00
892,1659,22,Carrier B,229.67,2025-07-02 15:27:00
893,1661,3,Carrier A,168.66,2025-03-04 11:30:00
894,1662,59,Carrier B,227.12,2025-10-14 09:03:00
895,1663,2,Carrier B,218.43,2025-11-09 08:45:00
896,1667,30,Carrier A,126.59,2025-02-19 17:06:00
897,1670,4,Carrier B,259.22,2025-07-28 08:41:00
898,1673,34,Carrier B,285.77,2025-03-14 09:09:00
899,1681,31,Carrier A,309.67,2025-04-28 09:53:00
900,1684,18,Carrier A,280.52,2025-02-14 16:12:00
901,1685,29,Carrier B,98.62,2025-11-27 15:28:00
902,1686,19,In-House Agency,122.96,2025-07-23 10:22:00
903,1688,5,Carrier A,138.57,2025-05-16 11:05:00
904,1690,26,In-House Agency,116.86,2025-02-26 17:10:00
905,1694,4,Carrier A,192.12,2025-03-14 18:16:00
906,1696,43,Carrier B,287.27,2025-09-20 17:34:00
907,1697,7,Carrier B,263.64,2025-11-23 18:38:00
908,1698,49,Carrier A,211.86,2025-08-11 13:26:00
909,1701,34,Carrier A,133.8,2025-03-22 18:22:00
910,1704,60,In-House Agency,300.3,2025-04-03 16:37:00
911,1706,56,In-House Agency,251.87,2025-01-13 18:53:00
912,1707,47,Carrier B,276.92,2025-11-07 17:32:00
913,1708,5,In-House Agency,235.79,2025-11-28 09:22:00
914,1711,40,In-House Agency,127.23,2025-02-05 17:36:00
915,1713,32,In-House Agency,229.42,2025-01-21 11:23:00
916,1714,56,Carrier A,239.7,2025-07-04 10:17:00
917,1715,12,Carrier A,125.18,2025-06-28 17:18:00
918,1718,59,Carrier B,131.05,2025-06-19 17:10:00
919,1720,7,Carrier B,206.57,2025-04-30 14:54:00
920,1721,2,Carrier A,160.92,2025-11-09 17:07:00
921,1722,58,Carrier A,207.13,2025-09-20 19:21:00
922,1723,18,Carrier B,118.12,2025-01-22 13:12:00
923,1725,29,Carrier A,155.95,2025-06-17 09:02:00
924,1726,12,Carrier A,225.09,2025-08-26 10:48:00
925,1729,50,In-House Agency,190.07,2025-08-11 12:55:00
926,1730,48,Carrier B,264.34,2025-12-11 17:18:00
927,1732,1,Carrier A,110.64,2025-01-26 11:08:00
928,1733,53,Carrier A,207.18,2025-03-04 18:40:00
929,1734,48,Carrier B,177.95,2025-04-08 17:45:00
930,1736,42,In-House Agency,131.06,2025-08-05 13:18:00
931,1738,57,Carrier A,206.71,2025-11-27 14:16:00
932,1739,14,In-House Agency,113.72,2025-10-15 15:11:00
933,1741,18,In-House Agency,270.58,2025-09-05 18:47:00
934,1742,58,In-House Agency,189.5,2025-12-04 09:41:00
935,1743,5,In-House Agency,220.25,2025-08-27 10:53:00
936,1746,41,Carrier B,246.03,2025-06-10 11:50:00
