lead_id,dealer_id,lead_source,department,status,created_at
1397,18,Call Center,F&I,closed,2025-12-20 10:58:00
1398,50,QR Code,Service,working,2025-01-11 15:37:00
1399,29,Web,F&I,closed,2025-01-11 13:56:00
1400,51,Call Center,F&I,working,2025-12-09 12:45:00
1401,51,Web,Service,working,2025-02-12 08:39:00
1402,27,Web,F&I,new,2025-03-28 16:17:00
1403,58,Web,Sales,new,2025-01-13 08:41:00
1404,22,Call Center,Sales,closed,2025-10-10 08:47:00
1405,20,Call Center,F&I,working,2025-07-14 14:02:00
1406,18,Web,Sales,closed,2025-07-12 14:26:00
1407,9,QR Code,Sales,new,2025-06-27 15:18:00
1408,9,Call Center,Sales,working,2025-02-24 09:09:00
1409,16,Call Center,Sales,new,2025-02-14 19:51:00
1410,41,QR Code,Sales,new,2025-06-19 08:45:00
1411,46,Web,Sales,closed,2025-02-10 11:30:00
1412,46,QR Code,Service,working,2025-09-11 12:46:00
1413,56,Web,Sales,new,2025-02-01 09:11:00
1414,17,QR Code,Sales,new,2025-03-15 19:07:00
1415,5,Call Center,Service,new,2025-04-07 10:25:00
1416,38,QR Code,Sales,closed,2025-06-01 12:13:00
1417,44,Web,Service,new,2025-05-09 08:04:00
1418,58,Call Center,F&I,closed,2025-08-17 09:20:00
1419,59,QR Code,Service,closed,2025-07-05 09:36:00
1420,49,Web,Sales,closed,2025-09-08 11:14:00
1421,3,Web,Sales,working,2025-12-20 13:59:00
1422,26,Web,Sales,new,2025-08-26 19:48:00
1423,26,Call Center,Sales,closed,2025-07-07 10:09:00
1424,12,Call Center,Sales,working,2025-04-22 10:17:00
1425,36,Call Center,Sales,closed,2025-05-23 19:31:00
1426,5,QR Code,Sales,working,2025-06-15 10:15:00
1427,22,Web,Service,working,2025-11-19 17:07:00
1428,34,Web,Service,closed,2025-05-25 10:23:00
1429,31,Call Center,Sales,working,2025-02-02 11:13:00
1430,45,Web,Service,working,2025-04-30 12:35:00
1431,37,QR Code,Sales,new,2025-04-28 11:31:00
1432,57,Web,Sales,new,2025-01-10 14:48:00
1433,47,Call Center,Sales,new,2025-05-17 12:45:00
1434,51,Web,Sales,working,2025-05-20 17:56:00
1435,33,Call Center,Service,working,2025-05-25 19:52:00
1436,20,Call Center,Sales,new,2025-05-14 08:41:00
1437,27,Web,Sales,new,2025-02-10 15:40:00
1438,30,Call Center,Service,working,2025-05-22 12:10:00
1439,21,Call Center,Sales,working,2025-01-09 16:30:00
1440,21,Call Center,Sales,new,2025-07-22 18:18:00
1441,9,Call Center,F&I,new,2025-09-12 10:06:00
1442,26,Call Center,Sales,closed,2025-10-07 14:44:00
1443,17,Call Center,Sales,closed,2025-04-27 16:01:00
1444,10,QR Code,Sales,working,2025-03-12 18:42:00
1445,36,Call Center,Sales,new,2025-02-04 11:14:00
1446,1,QR Code,Sales,working,2025-06-28 16:57:00
1447,26,Call Center,Sales,closed,2025-04-19 19:39:00
1448,21,Web,Sales,working,2025-05-14 15:01:00
1449,60,Call Center,Service,closed,2025-04-16 19:19:00
1450,44,QR Code,Service,working,2025-04-20 15:03:00
1451,15,Web,Sales,new,2025-10-18 12:00:00
1452,30,QR Code,Service,working,2025-07-20 15:35:00
1453,51,Call Center,Sales,new,2025-12-08 08:54:00
1454,47,Call Center,Sales,working,2025-10-18 11:41:00
1455,2,Call Center,F&I,working,2025-06-02 10:16:00
1456,57,Call Center,Sales,new,2025-09-01 19:15:00
1457,31,QR Code,Service,new,2025-02-02 09:25:00
1458,2,Web,Sales,working,2025-01-20 14:11:00
1459,37,QR Code,Sales,working,2025-01-23 19:18:00
1460,13,Call Center,Service,new,2025-05-17 11:44:00
1461,36,Call Center,Service,closed,2025-09-08 08:18:00
1462,35,Web,Service,working,2025-03-16 14:11:00
1463,24,Web,Service,new,2025-08-28 18:48:00
1464,44,Web,Sales,working,2025-10-05 09:38:00
1465,35,Call Center,F&I,working,2025-12-15 16:58:00
1466,41,QR Code,Sales,closed,2025-03-16 19:10:00
1467,37,Call Center,Service,working,2025-03-13 09:52:00
1468,17,QR Code,F&I,closed,2025-10-09 11:43:00
1469,22,Call Center,Sales,working,2025-09-08 16:59:00
1470,49,Call Center,Service,working,2025-02-24 10:53:00
1471,49,QR Code,Sales,closed,2025-04-07 09:31:00
1472,53,QR Code,Service,new,2025-04-18 08:01:00
1473,43,Call Center,Service,working,2025-07-26 13:24:00
1474,3,Web,F&I,working,2025-12-14 13:22:00
1475,7,QR Code,Sales,working,2025-08-05 18:31:00
1476,25,Web,Service,new,2025-01-20 15:16:00
1477,30,QR Code,Sales,closed,2025-07-14 15:02:00
1478,1,Call Center,Sales,closed,2025-12-17 08:59:00
1479,52,QR Code,Service,working,2025-10-02 17:07:00
1480,32,Web,Sales,new,2025-03-31 08:18:00
1481,28,QR Code,Sales,new,2025-02-26 11:30:00
1482,15,QR Code,Sales,working,2025-06-24 11:45:00
1483,39,Call Center,Sales,working,2025-10-16 19:27:00
1484,3,Web,Sales,working,2025-05-23 09:04:00
1485,6,Call Center,Service,working,2025-10-20 18:34:00
1486,8,Call Center,Sales,new,2025-10-14 12:08:00
1487,26,Web,Sales,new,2025-01-06 09:33:00
1488,38,Call Center,Sales,new,2025-09-29 13:58:00
1489,7,Web,Sales,closed,2025-03-30 16:54:00
1490,10,Call Center,F&I,new,2025-12-08 09:30:00
1491,41,Call Center,Service,working,2025-07-05 08:48:00
1492,26,QR Code,Service,new,2025-08-19 19:58:00
1493,11,QR Code,Sales,working,2025-05-04 09:27:00
1494,27,QR Code,Sales,new,2025-02-03 18:02:00
1495,39,Web,F&I,working,2025-06-17 16:31:00
1496,51,Call Center,Sales,new,2025-10-21 19:31:00
1497,35,QR Code,Service,working,2025-09-22 18:17:00
1498,56,QR Code,Sales,working,2025-05-28 13:58:00
1499,39,QR Code,Service,closed,2025-08-06 10:51:00
1500,19,QR Code,Service,closed,2025-04-08 16:35:00
1501,19,Call Center,Sales,closed,2025-11-23 13:11:00
1502,52,Web,Sales,working,2025-09-12 19:17:00
1503,30,Web,Sales,closed,2025-10-03 09:16:00
1504,36,Web,Sales,working,2025-10-26 11:17:00
1505,25,Call Center,Sales,new,2025-06-10 13:48:00
1506,4,Call Center,Sales,closed,2025-01-22 16:17:00
1507,37,Call Center,Sales,closed,2025-01-31 19:17:00
1508,60,Web,Service,new,2025-10-10 08:35:00
1509,49,Call Center,Service,working,2025-04-23 11:34:00
1510,11,QR Code,Service,working,2025-02-16 15:07:00
1511,59,Web,Sales,new,2025-04-23 18:19:00
1512,27,Web,Sales,working,2025-08-16 17:48:00
1513,57,Web,Sales,working,2025-09-26 16:39:00
1514,26,Call Center,Sales,working,2025-04-17 12:15:00
1515,58,Web,Service,working,2025-04-29 08:43:00
1516,16,QR Code,Sales,closed,2025-11-27 08:24:00
1517,24,Call Center,Sales,closed,2025-07-15 15:58:00
1518,17,Call Center,Sales,closed,2025-09-03 18:33:00
1519,52,Call Center,F&I,working,2025-04-11 08:48:00
1520,19,Web,Sales,new,2025-03-14 11:26:00
1521,31,Call Center,Sales,new,2025-08-05 17:45:00
1522,10,Call Center,Sales,new,2025-10-01 13:54:00
1523,26,Call Center,Sales,new,2025-03-11 10:15:00
1524,54,QR Code,Service,working,2025-07-08 11:29:00
1525,5,Call Center,Sales,working,2025-07-13 16:51:00
1526,42,Web,Service,closed,2025-09-24 19:53:00
1527,49,QR Code,F&I,new,2025-05-09 16:54:00
1528,20,Call Center,Sales,new,2025-07-11 08:13:00
1529,9,Web,Sales,new,2025-11-29 08:57:00
1530,57,Web,Sales,new,2025-04-15 11:09:00
1531,60,Web,Sales,working,2025-02-21 15:58:00
1532,36,Call Center,F&I,working,2025-09-02 09:22:00
1533,36,Call Center,Sales,new,2025-05-19 18:33:00
1534,52,QR Code,Sales,working,2025-09-22 15:27:00
1535,3,QR Code,Service,closed,2025-12-08 16:04:00
1536,10,Web,Service,working,2025-07-13 19:46:00
1537,10,Call Center,Sales,working,2025-03-14 12:25:00
1538,13,Call Center,Sales,closed,2025-08-02 12:58:00
1539,5,Web,F&I,new,2025-04-23 18:31:00
1540,24,Web,Sales,closed,2025-08-29 19:21:00
1541,21,Call Center,Service,closed,2025-09-27 17:33:00
1542,52,Call Center,Sales,new,2025-11-01 14:30:00
1543,53,QR Code,Sales,new,2025-03-17 11:29:00
1544,60,QR Code,Sales,working,2025-02-20 14:47:00
1545,60,Call Center,Service,new,2025-12-06 14:25:00
1546,10,Web,F&I,working,2025-08-01 13:07:00
1547,40,Web,Sales,working,2025-03-26 17:24:00
1548,7,Call Center,Service,new,2025-02-12 10:34:00
1549,3,Web,F&I,working,2025-03-10 18:43:00
1550,45,QR Code,Sales,new,2025-07-02 10:57:00
1551,53,Call Center,F&I,working,2025-04-09 09:17:00
1552,40,Call Center,Service,working,2025-09-27 10:04:00
1553,3,Web,Service,closed,2025-07-21 15:51:00
1554,52,Web,Service,new,2025-05-01 11:29:00
1555,47,Web,Service,closed,2025-02-07 13:37:00
1556,36,Web,F&I,new,2025-10-28 15:41:00
1557,32,QR Code,F&I,closed,2025-08-26 13:28:00
1558,51,Web,Sales,working,2025-03-26 13:09:00
1559,47,Web,Sales,new,2025-04-03 18:23:00
1560,52,Web,Sales,new,2025-11-11 15:49:00
1561,33,Call Center,Sales,closed,2025-04-14 18:54:00
1562,33,QR Code,Sales,closed,2025-05-21 17:39:00
1563,13,QR Code,Service,working,2025-08-11 19:37:00
1564,41,Web,Service,working,2025-02-02 15:58:00
1565,37,Web,Service,new,2025-04-29 15:16:00
1566,26,Call Center,Sales,new,2025-05-16 11:52:00
1567,35,Web,Sales,closed,2025-10-07 18:50:00
1568,36,Call Center,F&I,working,2025-05-28 16:46:00
1569,7,QR Code,Service,new,2025-03-08 18:18:00
1570,27,Web,Sales,new,2025-03-24 13:06:00
1571,19,QR Code,Service,closed,2025-06-08 09:04:00
1572,56,Call Center,F&I,new,2025-03-04 12:11:00
1573,31,QR Code,Sales,new,2025-12-09 13:50:00
1574,59,Call Center,F&I,new,2025-11-14 10:21:00
1575,33,Call Center,Sales,closed,2025-07-26 18:30:00
1576,48,QR Code,Sales,closed,2025-02-04 15:35:00
1577,25,QR Code,Sales,new,2025-06-14 08:28:00
1578,1,Web,Sales,new,2025-06-11 17:33:00
1579,8,Call Center,Sales,closed,2025-10-31 16:46:00
1580,8,Call Center,Service,closed,2025-11-16 13:15:00
1581,43,QR Code,Sales,working,2025-03-12 10:17:00
1582,48,Web,Sales,working,2025-06-03 13:11:00
1583,56,QR Code,Service,new,2025-03-12 13:07:00
1584,38,Call Center,Sales,working,2025-02-10 16:48:00
1585,20,QR Code,Sales,working,2025-10-10 08:19:00
1586,27,QR Code,Sales,closed,2025-02-17 08:08:00
1587,24,QR Code,Sales,new,2025-07-27 17:35:00
1588,16,Web,Sales,closed,2025-02-11 17:44:00
1589,41,Web,Sales,closed,2025-01-09 10:10:00
1590,53,QR Code,Sales,working,2025-12-16 08:43:00
1591,4,Call Center,Service,working,2025-08-09 11:52:00
1592,19,Call Center,Service,new,2025-05-18 19:26:00
1593,48,QR Code,Sales,new,2025-05-10 18:37:00
1594,48,QR Code,Sales,working,2025-01-24 10:13:00
1595,14,Call Center,Sales,closed,2025-08-17 09:55:00
1596,13,Call Center,Sales,working,2025-11-22 11:55:00
1597,43,Web,Sales,working,2025-05-05 14:03:00
1598,19,Web,Sales,working,2025-04-15 10:18:00
1599,23,QR Code,Sales,new,2025-06-05 19:55:00
1600,9,Call Center,Service,working,2025-01-09 11:35:00
1601,52,QR Code,Sales,new,2025-06-08 17:56:00
1602,40,QR Code,F&I,closed,2025-10-22 15:33:00
1603,1,Call Center,Sales,closed,2025-09-04 12:46:00
1604,17,QR Code,Sales,working,2025-05-20 18:53:00
1605,37,Web,Sales,working,2025-10-16 17:12:00
1606,21,Web,Sales,new,2025-01-24 16:21:00
1607,9,Web,F&I,new,2025-04-29 15:26:00
1608,15,Call Center,Sales,new,2025-04-20 12:00:00
1609,27,Web,Service,working,2025-03-03 11:05:00
1610,48,Call Center,Sales,closed,2025-11-19 12:34:00
1611,51,Web,Sales,closed,2025-07-30 17:14:00
1612,18,Web,Service,working,2025-01-01 15:35:00
1613,2,QR Code,Sales,closed,2025-02-19 12:12:00
1614,30,QR Code,Sales,closed,2025-02-01 10:02:00
1615,10,Call Center,Service,new,2025-12-19 15:24:00
1616,7,Call Center,Sales,new,2025-02-13 14:06:00
1617,44,QR Code,F&I,closed,2025-09-29 13:56:00
1618,40,Web,Sales,closed,2025-08-16 11:59:00
1619,50,Call Center,Sales,working,2025-01-11 16:29:00
1620,56,Call Center,Service,new,2025-10-25 08:14:00
1621,35,QR Code,Sales,closed,2025-02-27 17:45:00
1622,9,QR Code,Sales,new,2025-01-28 10:15:00
1623,33,QR Code,F&I,new,2025-11-07 16:35:00
1624,53,Call Center,Sales,new,2025-04-02 10:51:00
1625,45,Call Center,Sales,closed,2025-11-22 15:04:00
1626,49,Call Center,Service,closed,2025-01-06 08:55:00
1627,2,Web,Sales,closed,2025-02-12 18:37:00
1628,35,Web,Sales,closed,2025-11-28 19:38:00
1629,33,Web,Service,working,2025-11-27 10:05:00
1630,53,QR Code,Service,new,2025-05-28 13:24:00
1631,23,Web,Sales,closed,2025-11-22 16:17:00
1632,43,Web,Sales,new,2025-01-26 17:24:00
1633,36,QR Code,Sales,working,2025-01-21 11:15:00
1634,50,QR Code,F&I,closed,2025-11-16 10:08:00
1635,8,QR Code,Service,working,2025-10-12 18:46:00
1636,16,Call Center,Sales,new,2025-09-22 16:41:00
1637,40,Web,Service,closed,2025-12-14 17:41:00
1638,47,Web,Sales,new,2025-06-07 11:56:00
1639,14,Web,F&I,working,2025-02-23 09:29:00
1640,53,Web,F&I,closed,2025-07-19 14:10:00
1641,15,Web,Sales,closed,2025-12-12 10:18:00
1642,53,QR Code,F&I,new,2025-09-29 11:46:00
1643,18,QR Code,F&I,working,2025-06-19 17:53:00
1644,44,Web,Sales,closed,2025-12-19 18:03:00
1645,19,Call Center,F&I,new,2025-05-03 13:12:00
1646,17,Web,F&I,new,2025-10-28 14:46:00
1647,30,QR Code,Sales,new,2025-03-05 11:37:00
1648,15,Web,F&I,closed,2025-01-21 09:05:00
1649,40,Web,Service,working,2025-09-16 14:06:00
1650,1,Call Center,Sales,new,2025-01-06 08:37:00
1651,16,Web,Sales,closed,2025-12-19 19:31:00
1652,1,QR Code,Sales,working,2025-11-14 17:50:00
1653,19,Call Center,Sales,working,2025-04-26 13:53:00
1654,39,QR Code,Sales,new,2025-11-05 15:17:00
1655,47,Call Center,Sales,working,2025-05-31 19:02:00
1656,41,Web,Sales,working,2025-01-11 14:27:00
1657,48,QR Code,Service,new,2025-01-24 19:08:00
1658,24,Web,F&I,new,2025-07-19 08:24:00
1659,22,Call Center,Service,closed,2025-07-02 16:11:00
1660,42,QR Code,Sales,closed,2025-03-15 12:18:00
1661,3,Call Center,Sales,closed,2025-03-01 08:50:00
1662,59,QR Code,F&I,new,2025-10-09 14:02:00
1663,2,Call Center,Sales,closed,2025-11-07 17:45:00
1664,17,Call Center,Sales,closed,2025-10-26 19:36:00
1665,41,QR Code,Sales,working,2025-08-04 18:18:00
1666,42,QR Code,Service,closed,2025-11-06 18:48:00
1667,30,QR Code,Sales,closed,2025-02-15 13:37:00
1668,51,Call Center,F&I,new,2025-04-10 10:53:00
1669,53,Web,Service,working,2025-04-25 14:36:00
1670,4,QR Code,Service,closed,2025-07-28 15:09:00
1671,48,Web,Sales,closed,2025-04-21 11:33:00
1672,21,QR Code,Service,working,2025-12-10 18:15:00
1673,34,QR Code,F&I,new,2025-03-12 12:52:00
1674,37,Web,Sales,closed,2025-11-09 10:25:00
1675,23,QR Code,Sales,closed,2025-10-06 12:05:00
1676,25,Web,Sales,closed,2025-10-21 09:59:00
1677,1,Web,Service,new,2025-10-15 18:53:00
1678,10,QR Code,Sales,working,2025-04-08 09:16:00
1679,50,Web,Sales,new,2025-05-17 17:50:00
1680,55,Web,Service,new,2025-09-18 08:53:00
1681,31,Call Center,Sales,closed,2025-04-25 14:38:00
1682,25,Call Center,Sales,closed,2025-09-15 11:52:00
1683,53,Call Center,F&I,working,2025-01-14 16:03:00
1684,18,Web,Service,new,2025-02-11 19:20:00
1685,29,Web,Service,new,2025-11-25 19:23:00
1686,19,Call Center,Sales,working,2025-07-20 10:46:00
1687,53,Web,F&I,new,2025-08-31 17:44:00
1688,5,Call Center,Sales,closed,2025-05-15 18:34:00
1689,60,Web,Service,new,2025-06-10 11:22:00
1690,26,Web,Sales,new,2025-02-25 15:00:00
1691,53,QR Code,Sales,working,2025-09-20 15:34:00
1692,23,Call Center,Sales,working,2025-07-12 09:57:00
1693,19,Web,Sales,closed,2025-06-07 10:55:00
1694,4,Web,Sales,new,2025-03-14 09:27:00
1695,26,QR Code,Sales,new,2025-08-29 15:47:00
1696,43,Call Center,F&I,new,2025-09-20 08:53:00
1697,7,Call Center,Sales,working,2025-11-18 10:36:00
1698,49,Call Center,F&I,closed,2025-08-07 11:56:00
1699,32,QR Code,Service,working,2025-10-29 14:43:00
1700,8,Web,Service,working,2025-08-21 15:15:00
1701,34,Call Center,Sales,new,2025-03-17 14:34:00
1702,56,Web,Sales,working,2025-12-04 16:28:00
1703,44,Web,Sales,closed,2025-05-16 09:33:00
1704,60,Call Center,F&I,new,2025-03-31 13:36:00
1705,44,Call Center,Sales,closed,2025-05-18 16:18:00
1706,56,Call Center,Sales,new,2025-01-09 13:51:00
1707,47,QR Code,Service,closed,2025-11-03 12:41:00
1708,5,Call Center,Sales,working,2025-11-28 18:34:00
1709,16,Web,Sales,working,2025-10-06 11:34:00
1710,43,Call Center,F&I,working,2025-04-06 12:24:00
1711,40,QR Code,Service,working,2025-02-02 15:39:00
1712,33,QR Code,Service,new,2025-09-12 13:33:00
1713,32,QR Code,Sales,closed,2025-01-20 16:00:00
1714,56,Web,Sales,closed,2025-07-04 13:43:00
1715,12,Web,Sales,new,2025-06-25 16:25:00
1716,48,Web,Service,new,2025-10-22 11:34:00
1717,60,Call Center,Sales,new,2025-10-21 12:05:00
1718,59,Call Center,Sales,working,2025-06-17 19:59:00
1719,38,QR Code,Sales,closed,2025-04-24 17:50:00
1720,7,QR Code,Sales,closed,2025-04-25 14:23:00
1721,2,Web,Service,closed,2025-11-09 12:52:00
1722,58,QR Code,Sales,new,2025-09-20 15:38:00
1723,18,Call Center,Service,new,2025-01-20 14:19:00
1724,14,Web,Service,closed,2025-08-03 09:15:00
1725,29,Call Center,Sales,closed,2025-06-12 12:54:00
1726,12,Web,Service,new,2025-08-22 19:37:00
1727,18,Call Center,Sales,closed,2025-07-04 16:35:00
1728,23,Call Center,F&I,working,2025-07-25 16:51:00
1729,50,Web,Sales,working,2025-08-08 17:32:00
1730,48,Web,Sales,working,2025-12-09 19:37:00
1731,8,QR Code,Sales,working,2025-02-12 08:08:00
1732,1,Call Center,Sales,working,2025-01-21 13:40:00
1733,53,Web,F&I,new,2025-03-01 11:00:00
1734,48,QR Code,Sales,working,2025-04-04 12:54:00
1735,32,Call Center,Sales,closed,2025-12-20 15:46:00
1736,42,Call Center,Service,new,2025-07-31 13:54:00
1737,35,QR Code,Sales,new,2025-02-24 10:12:00
1738,57,Call Center,Service,closed,2025-11-27 09:03:00
1739,14,Web,Sales,closed,2025-10-11 10:49:00
1740,58,Web,Sales,working,2025-06-29 19:23:00
1741,18,Call Center,Sales,closed,2025-09-05 08:20:00
1742,58,QR Code,Sales,new,2025-12-03 14:03:00
1743,5,QR Code,Sales,working,2025-08-23 19:46:00
1744,21,Call Center,Sales,closed,2025-04-04 17:13:00
1745,57,Call Center,Service,working,2025-03-29 18:54:00
1746,41,Call Center,Sales,new,2025-06-05 11:57:00
1747,58,Call Center,Sales,working,2025-10-04 12:26:00
1748,11,Web,Sales,new,2025-07-21 17:21:00
1749,8,Web,Service,closed,2025-04-03 15:00:00
1750,32,Call Center,Sales,working,2025-02-27 10:37:00
1751,59,Call Center,Sales,new,2025-09-23 18:48:00
1752,9,Web,Service,closed,2025-07-06 08:35:00
1753,44,QR Code,Sales,closed,2025-08-27 15:22:00
1754,45,QR Code,Sales,new,2025-07-10 11:40:00
1755,51,Web,Sales,new,2025-10-21 13:53:00
1756,14,Call Center,Sales,new,2025-10-20 18:36:00
1757,56,Call Center,Sales,new,2025-09-19 08:36:00
1758,41,QR Code,Sales,new,2025-03-19 10:07:00
1759,60,Web,Sales,closed,2025-08-24 10:03:00
1760,9,Call Center,Sales,closed,2025-04-03 08:28:00
1761,16,QR Code,Service,new,2025-04-12 08:18:00
1762,28,Web,Sales,new,2025-07-14 18:11:00
1763,19,Call Center,Sales,new,2025-04-01 16:43:00
1764,9,QR Code,Sales,new,2025-03-18 08:53:00
1765,13,Web,Service,new,2025-07-07 19:47:00
1766,52,QR Code,Service,closed,2025-04-20 13:08:00
1767,38,Call Center,Service,new,2025-09-12 15:07:00
1768,25,Call Center,Sales,new,2025-06-07 12:04:00
1769,50,Call Center,Sales,working,2025-03-21 08:27:00
1770,47,Web,Sales,closed,2025-02-13 08:26:00
1771,46,Call Center,Sales,new,2025-05-27 08:39:00
1772,38,Web,Sales,working,2025-12-13 10:15:00
1773,8,QR Code,Sales,new,2025-01-23 16:07:00
1774,11,QR Code,Sales,new,2025-08-05 16:06:00
1775,43,Web,Sales,closed,2025-07-07 08:55:00
1776,22,Web,Sales,closed,2025-02-01 08:26:00
1777,18,Web,Sales,working,2025-09-09 10:07:00
1778,2,QR Code,Sales,working,2025-01-09 16:55:00
1779,1,Call Center,F&I,new,2025-06-20 17:25:00
1780,6,QR Code,Sales,new,2025-06-30 10:44:00
1781,2,Call Center,F&I,working,2025-01-17 14:27:00
1782,8,Call Center,Sales,closed,2025-05-10 12:37:00
1783,46,QR Code,Sales,new,2025-11-20 13:15:00
1784,46,Web,Service,new,2025-02-03 12:39:00
1785,3,Web,Service,closed,2025-10-29 15:59:00
1786,51,QR Code,F&I,closed,2025-11-07 11:41:00
1787,39,QR Code,Sales,working,2025-10-12 14:06:00
1788,16,Call Center,Service,working,2025-04-30 10:13:00
1789,33,QR Code,Sales,closed,2025-12-09 17:58:00
1790,17,Web,Service,closed,2025-03-26 10:01:00
1791,11,QR Code,Service,closed,2025-12-05 18:40:00
1792,37,QR Code,Sales,closed,2025-09-20 15:57:00
1793,33,QR Code,F&I,closed,2025-11-17 16:01:00
1794,55,QR Code,F&I,working,2025-02-06 12:34:00
1795,60,QR Code,F&I,closed,2025-04-30 13:28:00
1796,35,Call Center,Service,working,2025-03-30 16:02:00
1797,26,QR Code,Service,new,2025-02-16 16:57:00
1798,58,Call Center,Sales,working,2025-09-16 17:42:00
1799,31,QR Code,Sales,new,2025-12-07 17:22:00
1800,8,Web,Sales,closed,2025-07-01 18:15:00
1801,22,Web,Sales,working,2025-07-13 17:51:00
1802,43,QR Code,Sales,working,2025-12-10 18:02:00
1803,60,QR Code,Service,closed,2025-08-04 14:24:00
1804,29,Call Center,Sales,new,2025-01-06 14:09:00
1805,37,Web,Sales,closed,2025-04-24 19:32:00
1806,49,Web,Service,new,2025-09-27 14:01:00
1807,5,Web,Sales,new,2025-02-15 17:57:00
1808,47,Web,Service,closed,2025-05-08 18:52:00
1809,27,Web,Sales,new,2025-01-01 08:58:00
1810,2,Web,F&I,working,2025-03-26 12:31:00
1811,51,Web,Sales,new,2025-10-18 15:48:00
1812,58,QR Code,Sales,working,2025-02-03 17:34:00
1813,35,Call Center,Sales,closed,2025-11-19 08:55:00
1814,21,Call Center,F&I,closed,2025-11-15 14:16:00
1815,26,QR Code,Sales,closed,2025-11-13 14:36:00
1816,4,Call Center,Service,closed,2025-02-26 17:43:00
1817,57,Web,Sales,working,2025-01-23 09:27:00
1818,4,QR Code,Sales,closed,2025-04-27 14:13:00
1819,39,Web,Sales,new,2025-01-29 08:38:00
1820,37,Call Center,Sales,closed,2025-06-04 12:11:00
1821,56,QR Code,Sales,working,2025-10-13 14:03:00
1822,24,Web,Sales,new,2025-09-08 17:28:00
1823,20,Call Center,Sales,closed,2025-06-13 17:01:00
1824,45,Call Center,Sales,closed,2025-05-29 13:38:00
1825,15,Call Center,Service,closed,2025-01-28 14:10:00
1826,8,Call Center,Sales,working,2025-03-31 14:56:00
1827,6,Web,Service,new,2025-04-01 09:23:00
1828,55,Web,Sales,closed,2025-09-15 18:24:00
1829,1,Call Center,Sales,closed,2025-10-02 16:25:00
1830,57,Web,F&I,new,2025-07-03 12:28:00
1831,5,QR Code,Sales,new,2025-03-17 08:13:00
1832,30,Web,F&I,closed,2025-10-11 10:23:00
1833,33,Web,Sales,closed,2025-03-31 16:44:00
1834,33,Web,Sales,working,2025-06-16 08:02:00
1835,28,Web,Service,working,2025-05-11 18:29:00
1836,19,QR Code,Service,closed,2025-10-03 15:43:00
1837,47,Web,Sales,working,2025-02-13 11:15:00
1838,42,QR Code,Service,working,2025-11-25 10:01:00
1839,42,Call Center,Service,new,2025-10-05 17:50:00
1840,35,Call Center,Sales,new,2025-09-15 13:54:00
1841,7,Call Center,Service,working,2025-09-21 15:30:00
1842,28,QR Code,Sales,closed,2025-01-28 13:44:00
1843,1,QR Code,Service,closed,2025-11-25 18:20:00
1844,17,QR Code,Sales,closed,2025-10-03 17:37:00
1845,45,Call Center,Sales,working,2025-11-03 15:37:00
1846,54,Call Center,Sales,working,2025-09-03 18:08:00
1847,25,Call Center,Sales,new,2025-05-10 16:41:00
1848,10,QR Code,Service,working,2025-02-27 08:25:00
1849,11,Call Center,F&I,closed,2025-10-18 16:59:00
1850,12,Call Center,Sales,closed,2025-01-02 14:29:00
1851,43,QR Code,Sales,working,2025-10-13 09:00:00
1852,16,Call Center,Sales,new,2025-11-25 15:17:00
1853,38,QR Code,Service,new,2025-06-11 08:12:00
1854,2,Web,F&I,new,2025-08-23 13:52:00
1855,22,Web,Sales,new,2025-10-29 13:01:00
1856,3,Web,F&I,closed,2025-08-12 14:27:00
1857,58,Web,Sales,working,2025-04-26 16:20:00
1858,36,Web,Sales,new,2025-04-10 12:35:00
1859,15,Web,Sales,closed,2025-10-04 18:36:00
1860,24,Web,Service,working,2025-01-16 10:23:00
1861,16,Call Center,F&I,new,2025-03-06 14:56:00
1862,23,QR Code,Sales,closed,2025-08-21 10:24:00
1863,5,Web,Sales,working,2025-08-25 09:29:00
1864,25,Call Center,Service,new,2025-11-05 16:43:00
1865,42,Call Center,Sales,closed,2025-10-10 19:37:00
1866,31,QR Code,Sales,working,2025-06-21 08:51:00
1867,59,QR Code,Service,working,2025-05-16 10:06:00
1868,23,Web,Sales,new,2025-12-15 13:27:00
1869,9,QR Code,Sales,working,2025-01-02 15:53:00
1870,15,Web,Sales,new,2025-06-25 15:10:00
1871,59,QR Code,Sales,closed,2025-10-14 12:00:00
1872,9,Call Center,Sales,closed,2025-08-03 13:00:00
1873,4,Call Center,Sales,new,2025-02-16 17:11:00
1874,57,QR Code,Sales,new,2025-02-25 14:05:00
1875,3,Call Center,F&I,working,2025-07-05 08:52:00
1876,13,Call Center,Sales,working,2025-01-23 17:20:00
1877,1,Web,F&I,closed,2025-09-05 09:56:00
1878,30,QR Code,Sales,new,2025-07-31 14:22:00
1879,6,QR Code,Sales,new,2025-11-16 15:12:00
1880,52,Call Center,Sales,closed,2025-10-03 09:02:00
1881,15,Call Center,Sales,working,2025-12-17 11:56:00
1882,47,Web,Sales,new,2025-07-04 13:55:00
1883,27,Call Center,Sales,working,2025-09-29 16:27:00
1884,17,QR Code,Sales,closed,2025-06-03 12:11:00
1885,4,Web,F&I,closed,2025-08-17 08:25:00
1886,1,Call Center,Sales,working,2025-11-01 13:06:00
1887,7,Call Center,F&I,new,2025-04-30 15:49:00
1888,4,QR Code,Sales,closed,2025-12-18 08:25:00
