policy_id,quote_id,lead_id,dealer_id,carrier,monthly_premium,term_months,bound_at
381,1043,1938,12,Carrier A (DCO),268.92,12,2025-07-13 14:01:00
382,1044,1941,47,Carrier B (DCO),174.7,12,2025-05-25 09:27:00
383,1047,1944,8,In-House Agency,307.27,6,2025-05-12 18:16:00
384,1049,1946,15,In-House Agency,121.23,6,2025-12-10 09:05:00
385,1051,1951,30,Carrier B (DCO),95.73,12,2025-08-21 10:52:00
386,1054,1957,12,In-House Agency,170.73,6,2025-10-27 10:09:00
387,1055,1960,54,Carrier A (DCO),195.95,6,2025-05-03 16:11:00
388,1056,1961,25,Carrier B (DCO),103.29,6,2025-11-14 13:41:00
389,1062,1971,43,Carrier B (DCO),149.06,6,2025-07-19 13:05:00
390,1068,1981,38,Carrier A (DCO),170.67,12,2025-12-03 12:36:00
391,1070,1985,3,Carrier B (DCO),137.82,12,2025-05-17 17:11:00
392,1071,1986,30,In-House Agency,176.73,12,2025-08-23 19:00:00
393,1072,1987,12,Carrier B (DCO),159.44,12,2025-07-13 17:25:00
394,1074,1990,16,In-House Agency,284.4,6,2025-11-19 10:14:00
395,1077,1996,55,Carrier A (DCO),125.41,6,2025-06-07 11:46:00
396,1078,1999,28,Carrier A (DCO),150.77,6,2025-02-13 11:59:00
397,1079,2000,35,Carrier A (DCO),295.55,6,2025-10-15 12:29:00
398,1086,2009,40,Carrier A (DCO),107.05,12,2025-07-08 15:10:00
399,1088,2015,60,Carrier A (DCO),264.55,6,2025-05-27 10:09:00
400,1091,2019,52,Carrier B (DCO),244.12,12,2025-11-16 09:37:00
401,1094,2025,32,Carrier A (DCO),279.94,12,2025-09-27 09:39:00
402,1095,2028,39,Carrier A (DCO),129.4,6,2025-06-20 14:22:00
403,1096,2029,35,Carrier A (DCO),127.45,6,2025-02-23 08:09:00
404,1101,2038,59,In-House Agency,301.35,12,2025-09-20 19:07:00
405,1102,2039,39,In-House Agency,294.98,6,2025-08-14 12:44:00
406,1103,2044,7,Carrier A (DCO),283.16,6,2025-12-02 08:00:00
407,1106,2050,14,In-House Agency,302.15,6,2025-04-21 14:35:00
408,1107,2051,20,Carrier A (DCO),288.51,6,2025-03-08 13:57:00
409,1108,2052,12,In-House Agency,99.25,6,2025-09-09 14:48:00
410,1109,2053,41,Carrier B (DCO),148.18,12,2025-07-23 14:07:00
411,1111,2057,40,In-House Agency,222.53,12,2025-07-14 18:27:00
412,1112,2058,41,Carrier A (DCO),190.69,12,2025-12-05 14:37:00
413,1119,2071,58,Carrier A (DCO),235.53,6,2025-06-15 08:07:00
414,1121,2077,22,Carrier B (DCO),202.26,12,2025-05-09 18:50:00
415,1124,2085,21,In-House Agency,278.11,12,2025-09-09 15:29:00
416,1126,2088,45,Carrier B (DCO),204.77,6,2025-10-29 14:05:00
417,1128,2093,14,Carrier B (DCO),186.34,12,2025-06-23 09:47:00
418,1130,2095,37,In-House Agency,218.65,12,2025-05-16 15:14:00
419,1138,2109,21,Carrier A (DCO),264.26,6,2025-04-22 17:30:00
420,1139,2111,3,In-House Agency,121.45,12,2025-10-27 11:45:00
421,1140,2113,32,In-House Agency,249.93,6,2025-04-23 17:03:00
422,1141,2114,46,Carrier B (DCO),238.12,12,2025-01-12 11:37:00
423,1146,2121,33,Carrier A (DCO),222.28,6,2025-03-04 14:31:00
424,1149,2132,3,In-House Agency,235.26,12,2025-05-19 09:01:00
425,1153,2144,37,In-House Agency,192.07,12,2025-01-15 17:02:00
426,1166,2167,55,In-House Agency,270.43,6,2025-10-11 14:07:00
427,1170,2173,46,In-House Agency,293.33,6,2025-10-13 08:33:00
428,1171,2174,23,Carrier B (DCO),231.99,12,2025-09-18 15:01:00
429,1173,2177,58,Carrier B (DCO),186.69,6,2025-07-31 16:09:00
430,1176,2182,25,In-House Agency,266.69,12,2025-01-20 11:22:00
431,1179,2185,18,In-House Agency,158.09,6,2025-02-13 18:13:00
432,1180,2186,24,Carrier B (DCO),304.31,6,2025-01-15 12:03:00
433,1183,2191,51,Carrier B (DCO),221.14,12,2025-06-07 12:55:00
434,1184,2192,50,Carrier B (DCO),137.16,6,2025-01-14 08:07:00
435,1187,2199,49,Carrier B (DCO),271.62,6,2025-02-01 09:13:00
436,1194,2209,10,Carrier B (DCO),110.63,12,2025-02-19 08:52:00
437,1195,2210,42,In-House Agency,119.19,12,2025-10-02 16:54:00
438,1196,2211,19,In-House Agency,269.01,6,2025-09-21 10:06:00
439,1199,2219,52,Carrier B (DCO),258.05,12,2025-11-12 10:02:00
440,1200,2221,30,Carrier A (DCO),198.45,12,2025-03-16 12:14:00
441,1201,2222,34,In-House Agency,193.69,6,2025-01-20 13:16:00
442,1205,2227,15,In-House Agency,207.84,12,2025-04-04 19:05:00
443,1208,2231,48,Carrier A (DCO),198.66,12,2025-03-20 18:56:00
444,1209,2232,32,Carrier A (DCO),227.61,12,2025-08-13 17:35:00
445,1214,2237,51,Carrier A (DCO),254.41,12,2025-08-25 09:44:00
446,1218,2246,38,Carrier A (DCO),147.61,12,2025-05-01 13:54:00
447,1220,2249,16,Carrier A (DCO),96.56,6,2025-04-20 09:08:00
448,1221,2251,49,Carrier A (DCO),125.67,12,2025-11-10 12:37:00
449,1222,2256,18,Carrier A (DCO),287.92,12,2025-09-12 09:28:00
450,1223,2258,35,Carrier A (DCO),171.07,12,2025-05-18 09:17:00
451,1225,2262,17,Carrier B (DCO),260.91,12,2025-11-25 17:12:00
452,1228,2267,24,Carrier B (DCO),131.29,6,2025-06-15 09:34:00
453,1229,2269,20,In-House Agency,97.73,6,2025-08-22 12:36:00
454,1230,2271,26,Carrier A (DCO),302.02,12,2025-04-01 12:41:00
455,1232,2274,15,Carrier B (DCO),236.7,12,2025-07-19 08:30:00
456,1234,2277,44,Carrier B (DCO),155.87,6,2025-03-05 14:22:00
457,1236,2279,49,Carrier A (DCO),271.04,12,2025-01-26 09:32:00
458,1242,2291,58,In-House Agency,225.92,6,2025-02-15 17:53:00
459,1243,2294,28,In-House Agency,204.48,12,2025-01-31 18:13:00
460,1247,2301,49,Carrier A (DCO),135.17,6,2025-02-14 15:12:00
461,1251,2316,34,In-House Agency,132.38,12,2025-12-05 08:42:00
462,1252,2318,37,Carrier A (DCO),185.94,12,2025-04-18 09:10:00
463,1254,2320,52,Carrier B (DCO),230.5,12,2025-04-12 08:05:00
464,1260,2329,43,Carrier A (DCO),301.67,12,2025-04-07 14:04:00
465,1262,2334,4,In-House Agency,135.76,12,2025-10-01 08:01:00
466,1264,2336,51,Carrier A (DCO),141.81,12,2025-06-19 13:09:00
467,1265,2337,58,Carrier B (DCO),274.06,6,2025-12-07 12:58:00
468,1268,2344,20,In-House Agency,136.75,6,2025-05-13 08:03:00
469,1269,2347,10,In-House Agency,199.12,6,2025-06-25 12:54:00
470,1273,2354,16,Carrier A (DCO),105.87,12,2025-11-08 13:57:00
471,1274,2356,46,Carrier B (DCO),260.32,12,2025-10-18 16:35:00
472,1278,2369,13,In-House Agency,167.88,12,2025-02-21 14:08:00
473,1280,2372,14,Carrier B (DCO),146.32,6,2025-07-29 18:40:00
474,1281,2375,41,Carrier A (DCO),259.99,12,2025-01-27 11:54:00
475,1282,2379,3,Carrier A (DCO),205.47,6,2025-06-23 19:35:00
476,1284,2382,21,Carrier B (DCO),211.48,6,2025-08-05 14:57:00
477,1285,2383,59,Carrier A (DCO),175.51,6,2025-08-03 18:46:00
478,1286,2384,41,Carrier B (DCO),218.0,6,2025-02-24 11:15:00
479,1288,2387,48,Carrier B (DCO),277.24,12,2025-02-20 09:35:00
480,1290,2391,11,In-House Agency,246.89,6,2025-01-25 11:36:00
481,1292,2393,38,Carrier A (DCO),143.12,6,2025-12-08 10:15:00
482,1293,2394,44,Carrier A (DCO),144.01,6,2025-04-10 12:31:00
483,1297,2399,33,Carrier A (DCO),139.58,12,2025-01-21 17:20:00
484,1302,2410,35,Carrier A (DCO),149.07,12,2025-12-12 14:47:00
485,1308,2421,23,Carrier A (DCO),106.25,6,2025-09-16 12:43:00
486,1310,2424,13,Carrier B (DCO),271.43,6,2025-04-15 14:12:00
487,1315,2434,40,In-House Agency,189.6,12,2025-01-19 13:39:00
488,1317,2436,49,Carrier B (DCO),117.79,6,2025-03-15 14:01:00
489,1318,2438,11,Carrier A (DCO),245.46,6,2025-09-05 18:41:00
490,1319,2439,59,Carrier B (DCO),262.47,12,2025-12-21 14:39:00
491,1322,2443,36,Carrier B (DCO),185.45,6,2025-06-06 16:34:00
492,1323,2444,40,In-House Agency,108.93,12,2025-12-28 13:32:00
493,1326,2447,2,In-House Agency,264.66,6,2025-12-04 16:49:00
494,1328,2456,29,In-House Agency,283.59,12,2025-12-21 08:19:00
495,1333,2464,11,In-House Agency,261.41,6,2025-11-16 13:35:00
496,1336,2468,42,Carrier A (DCO),167.38,6,2025-02-23 14:36:00
497,1338,2485,58,Carrier B (DCO),175.76,6,2025-11-24 08:13:00
498,1342,2490,34,Carrier A (DCO),157.25,12,2025-10-04 18:27:00
499,1348,2498,7,Carrier B (DCO),163.75,12,2025-05-30 14:57:00
500,1351,2503,11,Carrier A (DCO),160.42,12,2025-05-10 14:50:00
501,1352,2504,1,Carrier A (DCO),251.88,12,2025-04-11 18:57:00
502,1357,2513,36,In-House Agency,187.27,12,2025-04-30 19:34:00
503,1358,2515,57,Carrier A (DCO),116.82,6,2025-10-18 08:15:00
504,1360,2524,45,Carrier A (DCO),183.51,6,2025-07-24 08:06:00
505,1362,2526,49,Carrier B (DCO),274.14,12,2025-02-26 16:50:00
506,1363,2527,7,Carrier A (DCO),280.97,12,2025-05-26 16:05:00
507,1368,2540,8,Carrier A (DCO),247.65,6,2025-10-28 14:38:00
508,1371,2544,33,In-House Agency,252.05,12,2025-11-03 11:23:00
509,1373,2548,25,In-House Agency,190.69,12,2025-10-03 14:34:00
510,1375,2550,8,In-House Agency,128.33,6,2025-07-05 16:12:00
511,1376,2551,23,In-House Agency,152.61,6,2025-11-17 19:07:00
512,1377,2555,36,Carrier A (DCO),278.07,12,2025-02-03 19:21:00
513,1378,2557,60,In-House Agency,122.71,6,2025-12-15 08:24:00
514,1379,2559,44,In-House Agency,250.96,12,2025-05-05 17:36:00
515,1385,2568,18,Carrier B (DCO),224.08,12,2025-02-18 17:59:00
516,1386,2569,2,Carrier B (DCO),192.22,6,2025-07-27 17:50:00
517,1387,2570,22,In-House Agency,293.15,12,2025-12-17 08:58:00
518,1390,2575,20,Carrier A (DCO),117.84,6,2025-10-09 15:38:00
519,1391,2576,32,In-House Agency,168.44,12,2025-02-22 19:45:00
520,1394,2580,19,Carrier A (DCO),240.7,12,2025-05-09 15:27:00
521,1396,2583,5,In-House Agency,212.63,12,2025-11-26 11:21:00
522,1398,2585,47,Carrier B (DCO),276.85,6,2025-05-26 19:15:00
523,1401,2594,17,Carrier B (DCO),247.25,6,2025-10-12 13:00:00
524,1404,2601,9,Carrier A (DCO),144.49,12,2025-07-15 16:43:00
525,1405,2602,54,In-House Agency,245.22,12,2025-03-21 14:49:00
526,1411,2613,4,Carrier B (DCO),111.31,6,2025-06-06 12:32:00
527,1413,2618,46,Carrier B (DCO),305.9,12,2025-04-27 14:28:00
528,1415,2620,22,Carrier B (DCO),185.73,6,2025-10-11 13:15:00
529,1418,2626,46,Carrier A (DCO),267.82,12,2025-02-02 10:56:00
530,1420,2637,24,Carrier B (DCO),137.2,6,2025-03-26 09:37:00
531,1421,2638,5,Carrier B (DCO),197.82,12,2025-05-19 15:50:00
532,1425,2645,53,Carrier B (DCO),151.73,6,2025-12-14 12:00:00
533,1435,2665,44,In-House Agency,210.12,12,2025-10-12 15:09:00
534,1436,2666,28,In-House Agency,174.41,6,2025-06-16 19:59:00
535,1438,2672,4,In-House Agency,283.6,12,2025-11-27 18:02:00
536,1443,2681,18,In-House Agency,212.61,12,2025-09-25 11:27:00
537,1445,2688,49,Carrier B (DCO),290.0,6,2025-11-15 11:35:00
538,1446,2689,60,In-House Agency,123.52,6,2025-01-20 18:11:00
539,1447,2691,39,In-House Agency,279.57,6,2025-05-20 10:15:00
540,1449,2693,58,In-House Agency,136.37,12,2025-04-09 09:16:00
541,1451,2696,9,Carrier B (DCO),177.83,12,2025-09-08 13:27:00
542,1454,2699,22,In-House Agency,227.34,12,2025-02-11 15:14:00
543,1458,2703,8,In-House Agency,277.93,12,2025-06-25 11:58:00
544,1460,2705,44,Carrier A (DCO),290.59,12,2025-10-30 10:43:00
545,1464,2715,16,In-House Agency,123.41,6,2025-08-15 11:15:00
546,1467,2720,38,Carrier A (DCO),112.37,12,2025-06-08 08:29:00
547,1468,2722,35,Carrier A (DCO),284.66,12,2025-11-11 13:16:00
548,1472,2727,11,Carrier B (DCO),158.88,12,2025-03-20 11:46:00
549,1473,2728,14,In-House Agency,159.11,12,2025-01-03 16:14:00
550,1474,2730,27,Carrier B (DCO),222.53,6,2025-05-25 08:01:00
551,1479,2737,4,In-House Agency,278.54,6,2025-06-14 08:27:00
552,1480,2738,5,Carrier A (DCO),308.53,12,2025-09-20 13:53:00
553,1487,2750,47,In-House Agency,147.11,12,2025-10-22 17:02:00
554,1488,2754,13,Carrier A (DCO),141.4,12,2025-06-24 08:30:00
555,1490,2763,37,Carrier A (DCO),287.91,6,2025-06-10 12:53:00
556,1493,2770,55,Carrier B (DCO),183.17,6,2025-03-27 11:16:00
557,1496,2776,19,Carrier B (DCO),121.79,12,2025-06-19 12:08:00
558,1497,2779,40,Carrier A (DCO),282.52,12,2025-11-02 09:05:00
559,1498,2780,2,Carrier B (DCO),185.05,6,2025-04-29 16:46:00
560,1500,2782,24,Carrier B (DCO),258.29,12,2025-11-17 19:36:00
561,1501,2786,55,Carrier B (DCO),186.98,6,2025-03-17 18:26:00
562,1502,2788,56,In-House Agency,275.58,12,2025-10-16 16:36:00
563,1504,2791,25,In-House Agency,155.47,12,2025-06-27 19:47:00
564,1510,2800,4,Carrier B (DCO),180.66,12,2025-01-24 13:15:00
565,1511,2803,59,In-House Agency,111.92,12,2025-12-18 14:04:00
566,1513,2808,27,Carrier A (DCO),254.18,12,2025-08-02 08:33:00
567,1514,2810,1,Carrier B (DCO),154.82,12,2025-04-11 10:58:00
568,1516,2813,33,Carrier B (DCO),225.23,6,2025-07-04 19:14:00
569,1518,2819,21,Carrier A (DCO),292.08,6,2025-07-08 14:29:00
570,1519,2820,23,In-House Agency,114.72,6,2025-11-18 16:04:00
571,1520,2822,12,Carrier A (DCO),275.69,12,2025-06-11 10:30:00
572,1521,2823,58,Carrier A (DCO),113.03,6,2025-04-10 13:14:00
573,1523,2825,48,Carrier B (DCO),254.41,12,2025-08-04 12:07:00
574,1532,2836,54,Carrier B (DCO),243.91,6,2025-04-16 12:55:00
575,1533,2837,6,Carrier B (DCO),138.91,12,2025-12-06 14:51:00
576,1535,2842,43,Carrier B (DCO),121.07,12,2025-08-26 19:15:00
577,1538,2849,46,Carrier A (DCO),103.97,12,2025-10-12 18:53:00
578,1543,2859,42,In-House Agency,141.22,12,2025-12-04 16:03:00
579,1544,2860,37,In-House Agency,282.96,6,2025-11-21 12:35:00
580,1545,2861,1,Carrier B (DCO),181.05,12,2025-02-15 12:17:00
581,1546,2863,28,Carrier A (DCO),230.26,6,2025-09-11 09:38:00
582,1548,2866,42,In-House Agency,124.83,6,2025-12-09 17:23:00
583,1550,2869,39,In-House Agency,154.63,12,2025-09-23 11:43:00
584,1553,2874,10,Carrier A (DCO),159.17,12,2025-01-16 15:07:00
585,1555,2876,53,Carrier B (DCO),301.81,12,2025-12-09 12:41:00
586,1559,2890,10,Carrier B (DCO),190.71,12,2025-03-05 15:15:00
587,1560,2891,24,Carrier A (DCO),123.56,6,2025-12-15 11:51:00
588,1564,2898,7,Carrier A (DCO),164.29,12,2025-02-21 18:34:00
589,1568,2905,16,In-House Agency,139.52,12,2025-04-21 14:58:00
590,1570,2908,54,In-House Agency,276.79,6,2025-02-11 16:24:00
591,1574,2914,30,Carrier A (DCO),232.09,6,2025-01-15 14:50:00
592,1575,2916,36,Carrier A (DCO),137.78,12,2025-10-01 11:43:00
593,1576,2917,54,Carrier A (DCO),198.2,6,2025-11-26 19:45:00
594,1577,2918,23,Carrier A (DCO),290.84,12,2025-03-09 16:40:00
595,1583,2925,47,Carrier B (DCO),211.71,12,2025-08-24 19:51:00
596,1591,2943,36,In-House Agency,256.99,12,2025-06-28 13:19:00
597,1593,2945,28,Carrier A (DCO),144.17,6,2025-10-13 15:02:00
598,1594,2950,12,Carrier B (DCO),96.79,6,2025-10-31 15:00:00
599,1597,2953,43,Carrier B (DCO),234.8,12,2025-02-09 18:43:00
600,1603,2962,41,In-House Agency,190.38,12,2025-07-14 13:53:00
601,1604,2963,60,Carrier B (DCO),272.75,12,2025-08-30 17:05:00
602,1607,2976,8,Carrier B (DCO),185.54,12,2025-08-28 10:58:00
603,1608,2977,40,Carrier A (DCO),128.95,12,2025-05-07 17:26:00
604,1614,2987,44,Carrier A (DCO),158.02,12,2025-04-28 11:45:00
605,1615,2988,53,Carrier B (DCO),105.36,6,2025-08-24 15:45:00
606,1616,2991,44,Carrier A (DCO),174.84,6,2025-12-21 16:51:00
607,1618,2997,43,Carrier A (DCO),193.51,6,2025-12-11 13:38:00
608,1624,3006,30,In-House Agency,262.93,12,2025-04-29 16:48:00
609,1629,3011,23,Carrier B (DCO),265.84,12,2025-08-17 19:35:00
610,1630,3012,31,In-House Agency,128.05,6,2025-02-28 13:52:00
611,1631,3015,54,Carrier B (DCO),124.05,6,2025-04-21 12:15:00
612,1632,3016,34,Carrier A (DCO),227.24,12,2025-04-25 19:45:00
613,1634,3018,45,Carrier B (DCO),262.27,6,2025-04-13 11:02:00
614,1636,3023,50,Carrier B (DCO),112.82,12,2025-05-28 12:19:00
615,1637,3024,10,In-House Agency,274.82,6,2025-01-19 15:04:00
616,1640,3030,19,In-House Agency,117.28,12,2025-02-02 09:44:00
617,1641,3032,1,Carrier B (DCO),265.36,12,2025-06-23 16:13:00
618,1643,3036,34,Carrier B (DCO),255.78,12,2025-08-30 12:04:00
619,1645,3039,39,Carrier A (DCO),178.53,12,2025-08-06 16:25:00
620,1648,3044,5,Carrier A (DCO),293.21,12,2025-08-20 17:27:00
621,1649,3045,29,In-House Agency,182.54,6,2025-05-30 17:06:00
622,1656,3057,26,Carrier A (DCO),165.79,6,2025-07-28 08:42:00
623,1657,3058,6,Carrier B (DCO),110.14,12,2025-03-02 19:39:00
624,1658,3059,41,In-House Agency,205.08,12,2025-09-30 17:39:00
625,1659,3060,4,Carrier A (DCO),239.88,12,2025-12-26 16:07:00
626,1660,3063,50,In-House Agency,251.36,12,2025-10-06 09:40:00
627,1665,3069,18,Carrier A (DCO),110.99,6,2025-05-12 17:45:00
628,1667,3071,50,Carrier A (DCO),131.92,6,2025-11-30 19:46:00
629,1668,3073,26,In-House Agency,266.21,12,2025-08-01 15:49:00
630,1669,3078,26,Carrier B (DCO),252.01,6,2025-12-05 13:25:00
631,1671,3082,23,In-House Agency,191.58,12,2025-06-06 12:53:00
632,1672,3086,57,In-House Agency,122.71,6,2025-02-13 11:26:00
633,1685,3106,58,Carrier A (DCO),120.0,12,2025-07-11 08:00:00
634,1688,3115,40,Carrier B (DCO),194.45,12,2025-11-01 09:54:00
635,1692,3122,42,In-House Agency,279.87,6,2025-12-25 15:32:00
636,1693,3125,22,In-House Agency,267.25,12,2025-03-12 19:42:00
637,1694,3127,4,Carrier B (DCO),265.33,12,2025-04-12 13:23:00
638,1695,3128,23,Carrier B (DCO),110.83,12,2025-08-28 15:51:00
639,1696,3130,6,Carrier B (DCO),253.01,6,2025-11-24 18:45:00
640,1698,3135,37,In-House Agency,272.33,6,2025-11-19 14:56:00
641,1702,3143,57,Carrier A (DCO),162.84,12,2025-03-27 10:57:00
642,1703,3149,17,Carrier B (DCO),201.39,12,2025-06-27 14:20:00
643,1704,3150,31,In-House Agency,202.53,6,2025-09-05 14:33:00
644,1705,3152,46,Carrier A (DCO),233.78,6,2025-12-05 11:04:00
645,1711,3162,15,Carrier B (DCO),289.46,12,2025-12-26 18:14:00
646,1713,3164,49,Carrier B (DCO),262.39,12,2025-05-23 09:57:00
647,1716,3167,3,Carrier B (DCO),221.47,12,2025-07-12 10:18:00
648,1717,3168,48,In-House Agency,214.94,12,2025-01-31 10:28:00
649,1718,3170,59,In-House Agency,226.08,6,2025-09-29 09:15:00
650,1722,3179,54,In-House Agency,194.12,12,2025-08-17 15:48:00
651,1726,3184,45,Carrier B (DCO),206.47,6,2025-05-07 19:08:00
652,1735,3204,51,In-House Agency,224.78,12,2025-05-23 15:41:00
653,1737,3208,32,Carrier A (DCO),155.94,12,2025-05-09 08:00:00
654,1738,3210,38,In-House Agency,214.36,6,2025-12-15 11:55:00
655,1742,3218,6,In-House Agency,169.17,12,2025-08-26 10:51:00
656,1743,3219,60,Carrier B (DCO),234.77,6,2025-02-11 09:19:00
657,1745,3226,58,In-House Agency,217.16,12,2025-01-29 09:08:00
658,1749,3230,40,In-House Agency,279.75,6,2025-02-24 16:34:00
659,1751,3232,56,In-House Agency,251.32,6,2025-11-04 14:56:00
660,1753,3236,51,Carrier B (DCO),100.98,12,2025-04-02 14:22:00
661,1761,3251,27,Carrier A (DCO),200.59,6,2025-08-10 15:21:00
662,1763,3254,46,Carrier A (DCO),160.99,6,2025-04-26 09:33:00
663,1764,3255,39,Carrier B (DCO),176.5,6,2025-04-07 14:32:00
664,1765,3256,49,In-House Agency,153.63,12,2025-05-18 18:26:00
665,1767,3259,42,Carrier B (DCO),236.5,12,2025-08-30 08:50:00
666,1768,3260,38,Carrier B (DCO),102.13,6,2025-04-19 11:17:00
667,1771,3266,60,Carrier B (DCO),244.88,6,2025-02-14 14:45:00
668,1777,3280,43,In-House Agency,215.51,6,2025-09-11 13:59:00
669,1778,3281,7,Carrier A (DCO),182.33,12,2025-03-29 14:46:00
670,1781,3290,52,Carrier B (DCO),179.96,6,2025-06-08 16:06:00
671,1782,3292,52,Carrier B (DCO),226.46,12,2025-01-28 13:10:00
672,1783,3294,3,Carrier B (DCO),205.71,12,2025-09-01 19:30:00
673,1786,3300,20,Carrier A (DCO),136.08,6,2025-03-26 16:17:00
674,1787,3302,58,In-House Agency,267.2,6,2025-10-22 15:26:00
675,1791,3309,49,In-House Agency,101.42,12,2025-11-05 18:42:00
676,1794,3313,16,Carrier B (DCO),227.24,12,2025-12-25 13:50:00
677,1795,3314,48,Carrier A (DCO),205.41,6,2025-05-31 18:09:00
678,1796,3318,39,Carrier A (DCO),160.01,12,2025-02-07 11:54:00
679,1799,3323,54,Carrier A (DCO),255.0,6,2025-06-16 18:21:00
680,1801,3326,23,Carrier B (DCO),128.91,12,2025-01-23 12:25:00
681,1802,3328,23,In-House Agency,171.47,6,2025-05-16 08:33:00
682,1803,3329,35,Carrier A (DCO),289.51,12,2025-02-03 12:28:00
683,1805,3336,50,Carrier A (DCO),109.74,6,2025-01-21 16:05:00
684,1806,3337,59,In-House Agency,217.16,12,2025-07-19 08:56:00
685,1808,3345,60,Carrier B (DCO),211.29,12,2025-09-04 19:08:00
686,1811,3351,53,Carrier A (DCO),276.85,12,2025-12-11 16:03:00
687,1812,3353,54,In-House Agency,286.34,6,2025-04-28 16:44:00
688,1815,3360,12,In-House Agency,113.4,6,2025-06-14 14:54:00
689,1817,3362,1,Carrier B (DCO),124.48,6,2025-03-13 12:38:00
690,1818,3364,51,Carrier B (DCO),255.39,12,2025-12-14 15:08:00
691,1823,3375,56,In-House Agency,216.88,12,2025-12-21 15:33:00
692,1824,3376,50,Carrier B (DCO),261.9,12,2025-11-18 16:33:00
693,1825,3377,35,In-House Agency,134.92,6,2025-03-18 15:33:00
694,1831,3387,29,In-House Agency,139.29,12,2025-03-30 13:47:00
695,1832,3389,47,Carrier A (DCO),119.85,12,2025-10-13 11:29:00
696,1833,3390,28,Carrier A (DCO),120.27,12,2025-05-03 12:35:00
697,1834,3392,47,Carrier B (DCO),150.01,12,2025-10-07 13:25:00
698,1836,3395,35,Carrier A (DCO),223.72,12,2025-04-04 18:37:00
699,1838,3399,52,In-House Agency,145.53,12,2025-08-13 16:45:00
700,1846,3414,25,Carrier A (DCO),237.88,12,2025-10-31 17:12:00
701,1852,3426,3,Carrier B (DCO),293.86,6,2025-09-17 11:26:00
702,1858,3440,41,Carrier B (DCO),293.32,12,2025-10-13 15:16:00
703,1864,3455,8,Carrier A (DCO),120.26,12,2025-07-02 08:01:00
704,1867,3460,21,In-House Agency,135.38,6,2025-05-07 17:22:00
705,1868,3461,56,In-House Agency,263.44,6,2025-02-28 11:03:00
706,1869,3465,8,In-House Agency,157.45,12,2025-06-26 17:59:00
707,1872,3470,40,In-House Agency,306.4,12,2025-01-28 12:59:00
708,1873,3471,47,In-House Agency,276.77,6,2025-03-08 13:57:00
709,1874,3475,13,Carrier B (DCO),214.47,12,2025-05-29 14:51:00
710,1876,3477,36,Carrier B (DCO),258.21,6,2025-11-21 13:58:00
711,1878,3480,3,Carrier A (DCO),305.6,6,2025-10-09 17:05:00
712,1891,3501,17,In-House Agency,218.5,6,2025-09-01 13:26:00
713,1892,3502,24,In-House Agency,151.57,12,2025-11-20 14:26:00
714,1898,3510,10,Carrier A (DCO),183.96,6,2025-01-23 11:12:00
715,1899,3511,26,Carrier B (DCO),192.54,6,2025-02-22 08:43:00
716,1904,3516,22,In-House Agency,208.52,12,2025-09-06 14:47:00
717,1905,3519,35,Carrier B (DCO),261.56,6,2025-09-24 11:00:00
718,1906,3520,21,Carrier A (DCO),219.19,12,2025-09-10 11:28:00
719,1907,3521,60,Carrier B (DCO),189.78,6,2025-09-01 16:57:00
720,1908,3522,44,In-House Agency,275.72,12,2025-04-29 14:38:00
721,1914,3533,11,Carrier B (DCO),277.99,12,2025-10-10 10:44:00
722,1916,3535,28,In-House Agency,242.46,12,2025-01-20 09:13:00
723,1918,3538,57,In-House Agency,119.3,12,2025-10-04 15:28:00
724,1919,3540,22,In-House Agency,195.98,6,2025-12-06 17:12:00
725,1922,3544,15,In-House Agency,240.24,6,2025-05-10 09:11:00
726,1927,3551,13,Carrier A (DCO),284.64,12,2025-07-18 16:24:00
727,1929,3553,18,In-House Agency,222.5,6,2025-03-03 09:58:00
728,1931,3557,3,Carrier B (DCO),275.94,12,2025-04-14 13:18:00
729,1938,3570,14,Carrier B (DCO),278.76,6,2025-09-21 19:01:00
730,1939,3573,26,Carrier A (DCO),296.99,12,2025-08-04 18:20:00
731,1940,3576,58,Carrier B (DCO),181.57,12,2025-02-21 10:34:00
732,1941,3577,17,Carrier B (DCO),197.47,6,2025-01-10 10:20:00
733,1942,3578,16,Carrier B (DCO),177.75,12,2025-05-16 18:45:00
734,1945,3586,42,Carrier B (DCO),285.2,6,2025-04-11 13:57:00
735,1954,3605,20,In-House Agency,127.91,6,2025-10-16 15:02:00
736,1957,3609,5,Carrier A (DCO),137.84,12,2025-02-02 10:03:00
737,1963,3616,38,Carrier A (DCO),169.78,6,2025-12-13 17:06:00
738,1970,3627,9,Carrier B (DCO),196.05,12,2025-06-04 15:49:00
739,1971,3628,1,Carrier A (DCO),263.95,12,2025-05-05 18:27:00
740,1972,3629,50,Carrier A (DCO),257.27,6,2025-10-07 15:28:00
741,1975,3634,30,Carrier B (DCO),158.64,12,2025-05-26 09:56:00
742,1976,3635,42,Carrier A (DCO),222.25,6,2025-12-16 15:06:00
743,1979,3639,40,Carrier A (DCO),209.8,6,2025-10-30 14:33:00
744,1980,3641,38,Carrier B (DCO),222.53,12,2025-12-10 18:10:00
745,1981,3643,46,Carrier B (DCO),150.74,12,2025-12-10 19:44:00
746,1984,3648,9,Carrier B (DCO),269.11,6,2025-03-12 09:48:00
747,1986,3658,44,In-House Agency,155.17,12,2025-12-08 18:58:00
